1.000000000000000000e+00,-4.371566647724567378e-01,2.926423748841184835e-01,2.994100854658819366e-01,8.352894499888490198e-01,9.406598568924788850e-01,-2.357233109262579784e-02,3.758606428213296380e-01,-2.078309240714368636e-02,-4.516920798415689497e-01,-2.940187336004431717e-01,-5.504897007731142100e-01
-4.371566647724567378e-01,1.000000000000000000e+00,-9.261499378838395913e-01,-9.710688766874628897e-01,-3.805553917360858240e-01,-2.395206553050021336e-01,7.669244175407561280e-03,-1.225159901563072085e-01,6.357060881288158216e-02,2.579562786550202991e-01,-1.687632754819719944e-02,3.901353235284600596e-02
2.926423748841184835e-01,-9.261499378838395913e-01,1.000000000000000000e+00,9.597368020424204005e-01,3.575626782881031751e-01,1.096000953456740118e-01,-2.638516004134881451e-02,-2.335469714280177800e-02,-9.011512548107050713e-02,-1.761232788705991981e-01,-2.361857723955406926e-02,1.956352283812373694e-02
2.994100854658819921e-01,-9.710688766874628897e-01,9.597368020424204005e-01,9.999999999999998890e-01,3.023336963823137213e-01,9.880336885708838890e-02,-2.398493723277836387e-02,-4.508609428099791955e-02,-5.013004878549732340e-02,-1.736966873720534599e-01,1.050393543394117189e-02,3.972329669123561384e-03
8.352894499888490198e-01,-3.805553917360858240e-01,3.575626782881031751e-01,3.023336963823137213e-01,1.000000000000000000e+00,7.640638237359090867e-01,2.674451168983712351e-02,2.217038604023267856e-01,-2.493397853554580115e-02,-5.839610539002600964e-01,-5.778588932658090815e-01,-3.298650484097671032e-01
9.406598568924788850e-01,-2.395206553050021614e-01,1.096000953456740118e-01,9.880336885708837502e-02,7.640638237359091978e-01,1.000000000000000000e+00,6.377135628942261908e-03,3.694024814718991911e-01,-7.220207701371386070e-04,-2.982523113574467311e-01,-1.822071127149868797e-01,-6.746966270628311779e-01
-2.357233109262579784e-02,7.669244175407560413e-03,-2.638516004134881451e-02,-2.398493723277836387e-02,2.674451168983712351e-02,6.377135628942261908e-03,9.999999999999998890e-01,8.421596407405201878e-02,-1.368634047070074744e-01,-1.732878243704107091e-01,-9.442280043821323077e-02,-4.414477770062518944e-03
3.758606428213296380e-01,-1.225159901563071946e-01,-2.335469714280177800e-02,-4.508609428099791955e-02,2.217038604023268134e-01,3.694024814718991911e-01,8.421596407405201878e-02,9.999999999999998890e-01,1.804195149292137645e-01,-3.802628755848999065e-01,-1.767106023127792275e-02,-2.425071572197888027e-03
-2.078309240714368636e-02,6.357060881288158216e-02,-9.011512548107050713e-02,-5.013004878549732340e-02,-2.493397853554580462e-02,-7.220207701371386070e-04,-1.368634047070074744e-01,1.804195149292137368e-01,1.000000000000000000e+00,1.111680609992462682e-01,-6.996939512069527689e-02,-4.264557053431250466e-02
-4.516920798415690053e-01,2.579562786550202991e-01,-1.761232788705991981e-01,-1.736966873720534599e-01,-5.839610539002600964e-01,-2.982523113574466755e-01,-1.732878243704107091e-01,-3.802628755848999065e-01,1.111680609992462543e-01,1.000000000000000000e+00,6.855190839025326888e-01,-1.244469102720733161e-01
-2.940187336004431162e-01,-1.687632754819719944e-02,-2.361857723955406926e-02,1.050393543394117189e-02,-5.778588932658090815e-01,-1.822071127149869074e-01,-9.442280043821321689e-02,-1.767106023127792275e-02,-6.996939512069527689e-02,6.855190839025326888e-01,1.000000000000000000e+00,1.669573713185614015e-03
-5.504897007731142100e-01,3.901353235284600596e-02,1.956352283812373694e-02,3.972329669123562251e-03,-3.298650484097671032e-01,-6.746966270628310669e-01,-4.414477770062518944e-03,-2.425071572197888027e-03,-4.264557053431251160e-02,-1.244469102720733300e-01,1.669573713185614015e-03,9.999999999999997780e-01
